id,name,title,version,url,notes,license_id,revision_id,author,author_email,maintainer,maintainer_email,state,type,owner_org,private,metadata_modified,creator_user_id,metadata_created
7699b899-6e01-44cd-841a-7962cd43311c,baum-center-zoning-overlay1,Baum Center Zoning Overlay,,http://pghgis-pittsburghpa.opendata.arcgis.com/datasets/dee0022dd4674ba5a2714f9effe0f425_0,Pittsburgh Baum Centre Zoning Overlay,notspecified,37700bb2-dc97-4a01-855c-7d9996088b40,,,,,deleted,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-04 02:53:44.641226,90e6b24a-729c-43ea-9a24-2e060d24d07d,2018-05-23 14:13:21.42623
6916c51e-4ab2-47c8-bd18-90ef306841f7,allegheny-county-private-schools-locations2,Allegheny County Private Schools Locations,,https://openac-alcogis.opendata.arcgis.com/maps/AlCoGIS::allegheny-county-private-schools-locations,"<span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style='font-family:&quot;Avenir LT W01 35 Light&quot;, &quot;Avenir Next&quot;, &quot;Avenir&quot;, &quot;Helvetica Neue&quot;, &quot;Helvetica&quot;, &quot;Arial&quot;, sans-serif;'>These geocoded locations are based on the </span>Allegheny
 County extract of Educational Names &amp; Addresses (EdNA) via 
Pennsylvania Department of Education website as of April 19, 2018. Several addresses were not
 able to be geocoded (ex. If PO Box addresses were provided, they were 
not geocoded.)<br /><br /></span><div><div><p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>If viewing this description on the Western Pennsylvania
Regional Data Center’s open data portal (</span><a href='https://www.wprdc.org' rel='nofollow ugc'><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>https://www.wprdc.org</span></a><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>), this
dataset is harvested on a weekly basis from Allegheny County’s GIS data portal
(</span><a href='https://openac.alcogis.opendata.arcgis.com/' rel='nofollow ugc'><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>https://openac.alcogis.opendata.arcgis.com/</span></a><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>). The
full metadata record for this dataset can also be found on Allegheny County’s
GIS portal. You can access the metadata record and other resources on the GIS
portal by clicking on the “Explore” button (and choosing the “Go to resource”
option) to the right of the “ArcGIS Open Dataset” text below.</span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Category:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>  </span><span><span><span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span></span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>Education</span></span></span></span></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Organization:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'> <span> </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>Allegheny County</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Department:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>  </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>Department of Human Services</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Temporal
Coverage:<span>  </span></span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>as of April 19, 2018<br /></span></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Data
Notes:<span>  </span></span></b></p>

<p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>Coordinate System:<span>  GCS_North_American_1983</span></span></span></p>

<p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Development Notes:<span>  none<br /></span></span></p>

<p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Other: none</span><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></b></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Related
Document(s):</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>  </span>Data
Dictionary - none</span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Frequency
- Data Change:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>  </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>April, 19, 2018 data</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Frequency
- Publishing:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>  one-time<br /></span></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Data
Steward Name:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span>  See </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span><a href='https://www.census.gov/geo/about/contact.html' rel='nofollow ugc' target='_blank'>https://www.edna.ed.state.pa.us/Screens/Extracts/wfExtractEntitiesAdmin.aspx</a> for more information.</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Data
Steward Email:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'> </span><span style='font-size:11.0pt; font-family:&quot;Calibri&quot;,sans-serif;'><a href='mailto:RA-DDQDataCollection@pa.gov' rel='nofollow ugc'>RA-DDQDataCollection@pa.gov</a> (Data Collection Team)</span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span></span></span></div></div>",,d59b6057-424b-49b9-aa0a-65a69f55d50b,,,,,deleted,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2022-04-27 16:53:09.66602,90e6b24a-729c-43ea-9a24-2e060d24d07d,2022-04-27 15:36:51.210709
46fb3ca4-e844-4b42-b034-e87291d34699,pittsburgh-public-school-locations,Pittsburgh Public School Locations,,,"Pittsburgh Public School locations, including early childhood facilities",other-pd,387edaca-4185-47f5-807e-770613478ba3,,,,,active,dataset,4b16ad54-d76c-47fc-b223-323950e38a14,f,2020-06-09 15:35:57.50639,9c1c3a99-0232-4b6c-b105-4a1ac5074184,2019-04-29 20:41:15.237263
76250dae-cad5-401e-acf4-b771dd30ae9b,allegheny-county-building-footprint-locations1,Allegheny County Building Footprint Locations,,https://openac-alcogis.opendata.arcgis.com/datasets/7458acedb7a149dea57418fb77de8f9b_0,"<span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>This dataset contains photogrammetrically compiled roof outlines of
buildings.<span style=''>  </span>All near orthogonal corners
are square.<span style=''>  </span>Buildings that are less than
400 square feet are not captured.<span style=''> 
</span>Special consideration is given to garages that are less than 400 square
feet and will be digitized when greater than 200 square feet.<span style=''>  </span>Interim rooflines, such as dormers and party
walls, as well as minor structures, such as carports, decks, patios, stairs,
etc., and impermanent structures, such as sheds, are not shown. Large buildings
which appear to house activities that are commercial or industrial in nature
are shown as commercial/industrial. Structures that appear to be primarily
residential in nature, including hotels and apartment buildings are shown as
residential buildings. Structures which appear to be used or owned primarily by
governmental, nonprofit, religious, or charitable organizations, or which serve
a public function are shown as public buildings. Structures which are closely
associated with a larger building, such as a garage, are shown as an out
building. Structures which cannot be clearly defined as Industrial/Commercial;
Residential; Public; or Out Buildings are flagged as such for later
categorization. The classification of buildings is subject to the
interpretation from the aerial photography and may not reflect the building’s
actual use.<span style=''>  </span>Buildings that have an area
less than the minimum required size for data capture will occasionally be
present in the Geodatabase.<span style=''>  </span>Buildings
are not removed after they have been digitized and determined to be less than
the minimum required size.<br /><br /></span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span>

<p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>If viewing this description on the Western Pennsylvania
Regional Data Center’s open data portal (</span><a href='http://www.wprdc.org' rel='nofollow ugc'><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>https://www.wprdc.org</span></a><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>), this
dataset is harvested on a weekly basis from Allegheny County’s GIS data portal
(</span><a href='http://openac.alcogis.opendata.arcgis.com/' rel='nofollow ugc'><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>https://openac.alcogis.opendata.arcgis.com/</span></a><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>). The
full metadata record for this dataset can also be found on Allegheny County’s
GIS portal. You can access the metadata record and other resources on the GIS
portal by clicking on the “Explore” button (and choosing the “Go to resource”
option) to the right of the “ArcGIS Open Dataset” text below.</span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Category:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'> <span style=''> </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>Housing and Properties</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Organization:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'> <span style=''> </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>Allegheny County</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Department:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>  </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>Geographic Information Systems Group; Department of
Administrative Services</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Temporal
Coverage:<span style=''>  </span></span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>current</span></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Data
Notes:<span style=''>  </span></span></b></p>

<p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>Coordinate System:<span style=''> 
</span>Pennsylvania State Plane South Zone 3702; U.S. Survey Foot</span></span></p>

<p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Development Notes:<span style=''>  </span>Data meets or exceeds map accuracy standards
in effect during the spring of 1992 and updated as a result of a flyover in the
spring of 2004 and 2015. Original data was derived from aerial photography flown in the
spring of 1992 for the eastern half of the County and the spring of 1993 for
the western half of the County.<span style=''>  </span>Photography
was produced at a scale of 1&quot;=1500'. Mapping was stereo digitized at a
scale of 1&quot;=200'. </span></p>

<p><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Other:<span style=''> 
</span>none</span><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></b></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Related
Document(s):</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>  </span>Data
Dictionary (</span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>none)</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Frequency
- Data Change:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>  </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>Daily</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Frequency
- Publishing:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>  </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>Nightly</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Data
Steward Name:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>  </span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>Eli Thomas</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>

<p><b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'>Data
Steward Email:</span></b><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'> </span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'><span style=''>gishelp@alleghenycounty.us</span></span><span style='font-size:10.0pt; font-family:&quot;Tahoma&quot;,sans-serif;'></span></p>",,cb5c7ebd-f0ba-47a5-90cc-26503ec8b994,,,,,deleted,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2021-03-09 17:00:26.028171,90e6b24a-729c-43ea-9a24-2e060d24d07d,2020-10-20 17:00:11.621894
ae42bbb0-4aee-441c-aabb-594c5b4fd79a,residential-permit-parking-program-areas0,Residential Permit Parking Program Areas,,http://pghgis-pittsburghpa.opendata.arcgis.com/datasets/d5bd5650c83e43b898850756218352b6_0,PGH Residential Permit Parking Program,notspecified,c5936c71-b1ad-4345-9e76-b9753726b2ff,,,,,deleted,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-03-10 03:08:32.107392,90e6b24a-729c-43ea-9a24-2e060d24d07d,2018-05-23 14:12:57.560308
a5d80f48-fb2c-45fc-9c19-8fcbff3299e4,emergency-medical-service-districts0,Emergency Medical Service Districts,,http://pghgis-pittsburghpa.opendata.arcgis.com/datasets/a9596afef5ab4602a95d258cdeb164c1_0,City of Pittsburgh Emergency Medical Services Districts,notspecified,b3d509f9-19b2-4c6d-99fc-9e3754048878,,,,,deleted,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-03-10 03:10:02.112026,90e6b24a-729c-43ea-9a24-2e060d24d07d,2019-04-20 09:45:07.370912
904294e5-ba3f-47f0-9e68-e7ede3ba6b33,redlining-maps-from-the-home-owners-loan-corporation,"Redlining Maps from the Home Owners Loan Corporation, 1937",,,"Most of the text in this description originally appeared on the [Mapping Inequality](https://dsl.richmond.edu/panorama/redlining/#loc=11/40.442/-80.153&city=pittsburgh-pa&text=intro) Website.   Robert K. Nelson, LaDale Winling, Richard Marciano, Nathan Connolly, et al., “Mapping Inequality,” American Panorama, ed. Robert K. Nelson and Edward L. Ayers,
<br>

""HOLC staff members, using data and evaluations organized by local real estate professionals--lenders, developers, and real estate appraisers--in each city, assigned grades to residential neighborhoods that reflected their ""mortgage security"" that would then be visualized on color-coded maps. Neighborhoods receiving the highest grade of ""A""--colored green on the maps--were deemed minimal risks for banks and other mortgage lenders when they were determining who should received loans and which areas in the city were safe investments. Those receiving the lowest grade of ""D,"" colored red, were considered ""hazardous.""  <br>

Conservative, responsible lenders, in HOLC judgment, would ""refuse to make loans in these areas [or] only on a conservative basis."" HOLC created area descriptions to help to organize the data they used to assign the grades. Among that information was the neighborhood's quality of housing, the recent history of sale and rent values, and, crucially, the racial and ethnic identity and class of residents that served as the basis of the neighborhood's grade. These maps and their accompanying documentation helped set the rules for nearly a century of real estate practice. "" 
<br>

HOLC agents grading cities through this program largely ""adopted a consistently white, elite standpoint or perspective. HOLC assumed and insisted that the residency of African Americans and immigrants, as well as working-class whites, compromised the values of homes and the security of mortgages. In this they followed the guidelines set forth by Frederick Babcock, the central figure in early twentieth-century real estate appraisal standards, in his Underwriting Manual: ""The infiltration of inharmonious racial groups ... tend to lower the levels of land values and to lessen the desirability of residential areas.""   <br>

These grades were a tool for redlining: making it difficult or impossible for people in certain areas to access mortgage financing and thus become homeowners. Redlining directed both public and private capital to native-born white families and away from African American and immigrant families. As homeownership was arguably the most significant means of intergenerational wealth building in the United States in the twentieth century, these redlining practices from eight decades ago had long-term effects in creating wealth inequalities that we still see today. Mapping Inequality, we hope, will allow and encourage you to grapple with this history of government policies contributing to inequality.""  
<br>

Data was copied from the Mapping Inequality Website for communities in Western Pennsylvania where data was available. These  communities include Altoona, Erie, Johnstown, Pittsburgh, and New Castle. Data included original and georectified images, scans of the neighborhood descriptions, and digital map layers. Data here was downloaded on June 9, 2020.
",cc-by-sa,8776007d-23c3-4bd2-8662-a08300b0fe1d,,,,,active,dataset,4eb88a01-738a-4ca1-96e4-b0bf8d3ec3dc,f,2021-02-04 19:38:21.239996,9c1c3a99-0232-4b6c-b105-4a1ac5074184,2020-06-09 21:53:48.041922
2300533b-2cd9-4d72-ab43-7c129d8dd7b9,allegheny-county-census-block-groups-2016,Allegheny County Census Block Groups 2016,,http://openac-alcogis.opendata.arcgis.com/datasets/2c059d0501e5479ca90242a6d716d24c_0,"<div><p><span style='font-size:10.0pt;line-height:107%;font-family:
&quot;Tahoma&quot;,sans-serif'>This is an Allegheny County extract of the 2016 US Census Block Groups downloaded from the following website:  <a href='https://www.census.gov/geo/maps-data/data/tiger-cart-boundary.html' target='_blank'>https://www.census.gov/geo/maps-data/data/tiger-cart-boundary.html</a>. <br /></span></p><p><span style='font-size:10.0pt;line-height:107%;font-family:
&quot;Tahoma&quot;,sans-serif'>If viewing this description on the Western Pennsylvania
Regional Data Center’s open data portal (</span><a href='http://www.wprdc.org'><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>http://www.wprdc.org</span></a><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>), this
dataset is harvested on a weekly basis from Allegheny County’s GIS data portal
(</span><a href='http://openac.alcogis.opendata.arcgis.com/'><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>http://openac.alcogis.opendata.arcgis.com/</span></a><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>). The
full metadata record for this dataset can also be found on Allegheny County’s
GIS portal. You can access the metadata record and other resources on the GIS
portal by clicking on the “Explore” button (and choosing the “Go to resource”
option) to the right of the “ArcGIS Open Dataset” text below.</span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Category:</span></b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>  </span><span style='overflow: auto;'><span><span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'></span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-no-proof:yes'>Civic Vitality and Governance</span></span></span></span></span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Organization:</span></b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'> <span style='mso-spacerun:yes'> </span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-no-proof:yes'>Allegheny County</span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'></span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Department:</span></b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'>  </span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-no-proof:yes'>Geographic Information Systems Group; Department of
Administrative Services</span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'></span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Temporal
Coverage:<span style='mso-spacerun:yes'>  </span></span></b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'>2016</span></span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Data
Notes:<span style='mso-spacerun:yes'>  </span></span></b></p>

<p><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-no-proof:yes'>Coordinate System:<span style='mso-spacerun:yes'>  GCS_North_American_1983</span></span></span></p>

<p><span style='font-size:10.0pt;line-height:107%;font-family:
&quot;Tahoma&quot;,sans-serif;mso-no-proof:yes'>Development Notes:<span style='mso-spacerun:yes'>  none<br /></span></span></p>

<p><span style='font-size:10.0pt;line-height:107%;font-family:
&quot;Tahoma&quot;,sans-serif;mso-no-proof:yes'>Other: none</span><b><span style='font-size:10.0pt;line-height:
107%;font-family:&quot;Tahoma&quot;,sans-serif'></span></b></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Related
Document(s):</span></b><span style='font-size:10.0pt;line-height:107%;
font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'>  </span>Data
Dictionary (<a href='https://www2.census.gov/geo/pdfs/maps-data/data/tiger/tgrshp2016/TGRSHP2016_TechDoc_Ch3.pdf' target='_blank'>https://www2.census.gov/geo/pdfs/maps-data/data/tiger/tgrshp2016/TGRSHP2016_TechDoc_Ch3.pdf</a>)</span><span style='font-size:
10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'></span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Frequency
- Data Change:</span></b><span style='font-size:10.0pt;line-height:107%;
font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'>  </span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-no-proof:yes'>2016 data</span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'></span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Frequency
- Publishing:</span></b><span style='font-size:10.0pt;line-height:107%;
font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'>  one-time<br /></span></span></p>

<p><b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Data
Steward Name:</span></b><span style='font-size:10.0pt;line-height:107%;
font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'>  See </span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-no-proof:yes'><a href='https://www.census.gov/geo/about/contact.html' target='_blank'>https://www.census.gov/geo/about/contact.html</a> for more information.</span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'></span></p>

<b><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'>Data
Steward Email:</span></b><span style='font-size:10.0pt;line-height:107%;
font-family:&quot;Tahoma&quot;,sans-serif'> </span><span style='font-size:10.0pt;line-height:107%;
font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-spacerun:yes'>See </span></span><span style='font-size:10.0pt;line-height:107%;font-family:&quot;Tahoma&quot;,sans-serif'><span style='mso-no-proof:yes'><a href='https://www.census.gov/geo/about/contact.html' target='_blank'>https://www.census.gov/geo/about/contact.html</a> for more information.</span></span></div>",,908ee176-b8f9-402e-84fd-c69814ff1326,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:28:25.292939,90e6b24a-729c-43ea-9a24-2e060d24d07d,2017-05-23 14:32:22.854596
6620bf32-f9dd-40a5-aa36-a4f632f89f36,pittsburgh-beautify-the-burgh0,Pittsburgh Beautify The Burgh,,http://pghgis-pittsburghpa.opendata.arcgis.com/datasets/bcd39ed918714385ac1c135b3e122582_0,Beautify The Burgh<div><br /></div><div><div>Metadata: https://www.arcgis.com/sharing/rest/content/items/bcd39ed918714385ac1c135b3e122582/info/metadata/metadata.xml?format=default&amp;output=html</div></div><div><br /></div>,notspecified,258433dc-3bc4-49cd-991a-8b52b3e6600f,,,,,deleted,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-03-10 02:23:31.469309,90e6b24a-729c-43ea-9a24-2e060d24d07d,2017-02-27 22:13:54.573364
f0fd9c36-39f1-44fa-9935-5fe50dcc4235,parking-data-dashboard,Parking Data Dashboard,,,A web app that provides reports on the usage of any Pittsburgh Parking Authority parking lot or zone for a selected date range.,cc-by,55261b06-b956-4f38-b673-f78f7c3302a6,,,,,active,dataset,7e3450fb-7b3e-41c9-aa1e-ca24980ec85a,f,2021-02-03 23:11:47.369932,085f4393-3645-4ace-b4ad-6fa60a5b14c0,2019-06-17 15:31:47.593391
